0,14270,46937
0,16976,110925
0,12029,74799
0,3001,216747
0,14581,2622
0,14145,16109
0,25564,102101
1,26065,147395
1,2514,107122
1,16675,376017
1,19675,160920
1,34,307905
1,190,275445
1,2211,148457
1,2003,258079
1,11290,54709
1,5011,306346
1,24836,188607
1,18843,351201
1,10646,226591
1,22658,144211
1,6133,222845
1,21695,191366
1,23366,20851
1,20208,349467
1,26238,114007
1,16152,144981
1,24911,68521
1,10314,345931
1,17,384411
1,12734,174913
1,13802,132373
1,19211,251723
1,3153,253233
1,24435,157596
1,1370,328526
1,23544,13523
1,25311,109101
1,11706,288239
1,28238,273613
1,22673,43151
1,3290,206284
1,15292,31461
1,7618,96953
1,8071,289141
1,15355,61767
1,3364,389777
1,22616,312937
1,8884,296469
1,21365,144443
1,19996,200783
1,24213,374215
1,16211,150901
1,9264,145332
1,18934,310273
1,875,49977
1,24342,327737
1,2039,7369
1,16374,255461
1,5789,109001
1,23558,30081
1,26930,200231
1,9051,81250
1,25638,142823
1,23019,130661
1,22630,333969
1,11329,309735
1,21500,392849
1,6163,311549
1,11558,91885
1,3490,346416
1,20689,305909
1,4069,123733
1,951,180247
1,14603,378679
1,14220,290086
1,26277,67297
1,15057,100929
1,22581,109313
2,26177,328409
2,9835,331121
2,14276,320221
2,10082,370307
2,3354,201505
2,18084,171520
2,32,17677
2,808,34589
2,24576,136985
3,3585,287339
3,5607,11641
3,9093,96755
3,5150,159746
3,24280,219760
3,12034,85056
3,3421,265993
3,16049,293957
3,15401,275037
4,1116,228341
4,5252,284604
4,16304,205349
4,10838,307933
4,24023,209501
4,5203,396028
4,14995,210905
4,23757,87296
4,17462,95532
4,6347,96596
4,24122,214813
5,2040,109501
5,19454,292737
5,13709,94349
5,5786,333478
5,2518,365230
5,872,275565
5,4081,314913
5,24370,110937
5,19435,343299
5,1971,281657
5,13491,22200
5,22487,139145
5,11385,160341
5,19171,150001
5,8775,199777
5,14947,68641
5,11958,47251
5,14732,374325
5,11780,317521
5,28065,172815
5,25982,24758
5,23620,53165
5,7224,347251
5,27927,66639
5,9798,86082
5,23684,335841
5,7029,185826
5,8596,77397
5,18753,210764
5,14974,333041
6,935,149229
7,17761,154356
7,5961,61546
7,21431,288501
7,13649,19203
7,22775,295013
7,24884,354761
7,9443,212329
8,10111,332161
8,21633,150404
8,21665,155916
8,6268,247871
8,15515,234416
9,9375,186591
9,2542,251663
9,27562,348761
10,6885,3377
10,23165,16225
10,19601,373921
10,1676,181020
10,18366,264062
10,10619,93587
10,3818,317673
10,26716,380137
10,16702,151310
10,4711,34729
11,25459,152962
12,23475,149970
12,18926,42671
12,26124,235778
12,8766,208185
13,12855,288356
13,19193,253900
13,21577,2913
13,22973,22125
13,7626,144717
13,1379,240101
13,14835,6613
13,1613,129691
13,23372,382065
13,25684,137591
13,14832,321773
14,25844,306777
14,13556,48168
14,5393,237593
14,19287,343305
14,1030,322208
14,16486,27877
15,1197,345633
16,2156,360981
16,2349,41825
16,8113,288876
16,10711,358486
17,19507,167121
17,8426,319101
17,24836,154751
17,8149,276016
17,34,266959
17,871,89221
17,9036,138445
17,432,97295
17,3343,48737
17,17777,363353
17,10051,228567
17,11267,285685
17,19949,40023
17,1654,33983
17,19211,80981
17,20013,375723
17,4069,337401
17,450,321601
17,27135,68915
17,13333,223193
17,27780,303211
18,26476,165313
18,19419,257751
18,3197,185291
18,4999,185681
18,13222,6285
18,18874,61501
19,18591,101761
20,14017,96307
20,1489,209693
20,2964,371448
20,18732,382249
20,12596,5707
20,28169,288098
20,11214,247841
20,22656,46227
20,11361,291606
21,10379,389601
21,25302,344165
22,7659,243867
22,25689,239116
22,4877,331466
22,2261,15736
23,17730,124611
23,18425,75051
23,20108,381981
23,15308,307576
23,22104,359432
23,28194,391395
23,10070,181527
23,3186,346414
23,25545,56941
23,7290,14103
23,2602,186159
23,3667,194109
23,21079,275285
23,1840,139382
23,8818,190778
23,2210,292283
23,26961,267679
23,21377,124626
23,26061,294881
24,21525,339566
24,24135,164577
24,8948,349281
24,22558,334866
24,23719,120761
24,199,385691
24,12266,126027
24,1544,170081
25,23717,171856
25,10553,263401
25,22541,95771
26,24468,352013
26,11409,75839
26,20664,296814
27,18884,106291
27,6282,387041
28,5961,216652
28,9706,7457
28,840,225151
28,1431,262796
28,21771,318345
28,10100,9441
28,5070,166624
29,1750,51713
29,10740,103681
29,1658,61249
29,7930,350945
29,13787,127569
29,582,305505
29,18761,137181
30,19375,209665
30,20172,109526
30,18133,159368
30,19467,36451
30,4717,22231
30,20523,388588
31,18244,175372
31,27099,76369
31,23549,77381
31,5536,209841
31,2562,229268
31,19445,372195
31,27333,198771
31,26861,229367
31,24664,355396
31,27496,94389
31,6504,133745
31,16287,37531
31,26194,92522
31,69,375969
32,9035,336276
32,8757,366401
32,4399,59101
32,10456,45565
32,16734,38441
32,24950,198203
32,21483,169173
32,14828,399673
33,27821,22593
33,5327,308065
33,8096,80416
33,19712,173576
33,18679,313037
33,21438,355411
33,22416,142641
33,5485,89161
34,20689,31585
34,19411,125927
34,3343,276104
34,19926,228865
35,8781,298272
35,16983,145428
35,18626,252569
35,9395,135321
35,2015,147523
36,22491,25561
36,251,169501
36,17782,266876
37,15866,136477
37,2454,323001
38,9228,187313
38,6079,45679
38,12436,67641
39,14687,376341
39,17527,27991
39,22714,326275
39,11436,46281
40,406,233406
40,2841,332647
40,10535,194439
40,9095,28387
40,24415,256955
40,341,205464
40,20724,313997
41,21886,10601
42,8799,240713
43,11538,103119
43,9030,135697
43,11484,101044
43,19650,227637
43,1321,130561
43,27779,130937
44,15561,155985
45,18082,271096
45,17599,320418
45,6841,281153
45,22164,119269
45,20941,19817
45,25992,246068
45,5751,206762
45,9231,182001
46,20450,27633
46,25638,96571
46,10591,276299
46,18949,130936
46,26019,62025
46,18197,352836
47,26283,347007
47,12423,57651
47,10114,60936
47,27488,158323
47,15049,174729
47,24934,62077
47,18846,215921
47,2094,278887
47,20953,132721
48,10490,286135
48,9981,360626
48,9343,360555
48,5448,193537
48,7832,119361
48,2671,14201
48,21730,117601
48,882,233261
48,22001,102600
49,17836,209865
49,8898,40395
49,14731,97871
49,25425,366468
49,15312,179865
49,11952,394083
49,26244,50589
49,7042,160786
49,14636,233573
49,20940,77677
49,2024,357991
49,9919,139191
49,18015,81910
50,2003,55169
51,4893,243665
51,18772,237676
51,7162,58033
51,25472,95076
51,424,59447
51,24461,182431
51,2093,155393
51,7423,270771
51,5705,371658
51,7956,152909
52,8068,210461
52,22140,289001
52,2929,69501
52,9020,215711
52,3871,102445
52,9263,185987
53,19033,135425
53,23641,185084
54,14976,321901
54,2958,265161
54,26364,300445
54,23183,97031
54,18082,59144
54,20427,134156
54,11599,27501
55,17061,128825
56,2386,134829
56,25588,159580
56,14287,45831
56,13839,207201
56,18061,360943
56,25008,23150
56,16856,41769
56,16351,7043
56,5747,350733
56,27423,72865
56,24242,253249
57,25505,294256
57,14871,301540
57,10230,35206
57,12511,397087
58,9669,85333
58,4422,58626
58,27372,310205
58,10072,285995
59,18580,144516
60,23309,214201
60,22430,297889
60,11867,258073
60,19157,254021
60,2482,157088
61,22474,275006
61,13707,219929
62,27686,271249
62,9795,395841
62,12869,241281
62,867,268175
62,1878,64689
62,10457,352033
63,8044,144102
63,17896,8812
63,9646,224076
64,20562,244896
64,12632,339501
64,20024,213569
64,7396,307515
65,20480,167601
65,11134,61025
65,782,353737
65,17214,1833
65,2017,398372
65,17048,241546
65,10830,274809
65,8312,153647
65,15350,275307
66,3585,347109
66,23874,170319
67,21126,234796
67,9569,328511
67,22283,387945
67,17075,184203
67,693,70229
67,22149,117127
67,14901,389895
67,24779,292981
67,3872,396593
67,23922,31031
67,13405,251888
67,13240,51051
67,26497,152156
67,14431,261532
67,17543,330651
68,1284,166521
68,9903,219413
68,17027,200001
68,6500,311843
68,12060,135311
68,16309,136101
70,4161,363521
70,21728,61473
70,12253,329083
70,496,394976
70,23659,264786
70,4021,288271
70,20758,342349
70,21473,87796
70,867,203260
70,6752,340173
70,2710,325441
70,27998,391126
71,22287,113953
72,11948,75874
72,28211,119841
72,2517,58801
73,5832,219961
74,20587,163022
74,4971,83171
75,23722,261280
75,27911,172725
75,27740,309221
75,22997,131069
75,16982,30769
76,17936,267079
77,21497,384378
77,102,8271
77,3068,394685
77,16126,30231
78,15943,229383
78,13241,41089
78,26212,3992
78,10444,203385
78,18679,45889
78,10564,355751
78,11940,8551
79,1771,5289
79,1887,237941
79,1519,223479
79,1592,192065
80,3955,114641
81,87,180561
81,24850,396281
81,6182,183131
81,28150,150433
82,14519,197366
83,13664,26000
83,4619,3493
84,1469,133163
84,4802,31566
84,19701,341141
84,14092,389233
84,13484,205817
84,9736,242108
84,24954,276979
84,25265,27935
84,1058,241667
84,237,124737
85,16709,76289
86,8810,188481
86,3845,327177
86,20377,385173
86,15354,355619
86,22271,155747
86,26908,236649
86,11134,346782
86,7289,70033
86,16071,332151
86,28031,71449
86,7414,230161
86,3570,246291
86,26851,266073
86,9065,71599
86,18876,143677
86,1613,91185
86,8282,268321
86,22005,70865
86,6560,292694
86,20480,82917
86,11897,3081
86,9103,376405
86,937,203791
86,6821,41902
86,4383,33641
86,4849,206736
86,5666,378363
86,16618,398181
86,13681,169969
86,10012,180943
86,20608,364501
86,2880,124349
86,18653,172439
86,19931,332721
86,22461,380866
86,19988,186931
86,21733,178721
86,24491,367091
86,8756,208166
87,17670,36031
87,24850,93725
87,20702,351836
87,15786,184449
88,21245,356977
88,21359,19777
88,18051,5937
88,1842,162239
88,13764,233493
88,18324,318060
88,20179,331167
88,25848,95149
88,14609,46256
88,26113,238151
89,15008,145122
89,28238,33495
89,22581,211785
90,12787,136357
90,11922,99907
90,10348,33031
90,24127,270233
90,25559,100031
90,21348,206832
90,10275,280376
91,15928,85861
91,24164,214265
91,2833,186701
92,8746,213121
92,2170,252341
92,9569,217925
92,4640,302589
92,6587,92901
92,12397,64129
92,10755,352701
92,5359,384531
92,22254,308116
92,17259,231362
93,8769,351549
93,16756,112513
94,25178,191917
95,9732,392080
96,25433,162829
96,705,251799
97,22908,240745
97,15206,3201
97,9038,248001
97,10131,101373
97,5056,269481
97,8551,370144
97,13351,56876
97,8407,372001
97,16385,394541
97,8210,7523
98,17226,69241
98,6962,367695
98,2275,280065
98,16328,31286
98,9010,61217
99,11809,195748
99,17163,36749
99,1090,146817
99,19409,100660
99,425,8202
99,9553,371013
99,17963,230378
99,10304,33729
99,1777,370553
100,25306,129077
101,1641,209433
101,23254,163633
101,14010,16412
101,18429,119201
101,2635,66093
101,1408,16201
101,17995,377019
101,1689,155076
102,13609,294526
102,836,71715
102,27247,394677
102,14053,288984
102,17070,170627
102,16665,177304
102,26145,314313
102,13115,367156
102,8368,397641
103,16228,62743
103,16621,381380
104,16687,300589
104,12561,356793
104,22399,73285
105,1056,242440
106,11591,104768
106,27688,39923
106,11080,36113
106,11795,60907
106,12991,154061
106,27703,94881
106,27251,361990
106,26409,18289
106,24754,52929
106,9404,110066
106,25155,252886
106,911,74763
106,17355,384059
106,3411,320272
106,1374,182784
106,3349,117186
106,26386,210627
106,17383,274620
106,3410,12933
106,14019,139133
107,5004,336316
107,16683,1831
107,356,5867
107,14104,175114
107,13650,205795
107,14507,86233
107,3163,297490
107,26804,301051
107,22959,102549
107,25165,45793
107,8707,361827
107,8525,275242
108,20666,52206
108,5978,59225
108,14777,273851
108,3123,248801
108,11345,147456
108,23050,65451
108,24649,86621
108,27254,210151
108,1534,57301
108,1016,230401
108,27743,221081
108,24265,202981
108,20625,370909
108,804,108093
108,21460,111668
108,5598,375359
108,19670,35506
109,4420,152909
109,8381,185006
109,22123,369757
109,25773,239398
110,8057,96715
110,27367,42394
111,19420,162201
111,6331,204571
111,11604,322251
111,5047,248429
111,20365,341620
111,7091,118697
111,21154,283671
111,9624,40946
111,10952,295903
111,19653,130449
111,26265,395881
112,7289,240075
112,13972,353928
113,24069,289845
113,17422,12769
113,25039,62881
113,1529,394947
113,4806,313949
113,16480,210127
113,9488,278469
113,4992,15201
113,11378,201859
113,7956,184999
113,26200,5783
113,11365,269001
113,1263,93608
113,17511,294241
113,17952,188326
113,24616,260481
114,7308,10911
115,11282,5675
115,7513,274621
115,8472,201687
115,24659,6147
115,19372,159697
115,18471,304492
115,11599,226341
115,10956,47069
115,26393,198997
115,2677,317306
115,2536,65
115,21203,218855
115,2096,357697
115,20558,167920
115,17057,287061
115,21315,93602
115,23749,264693
115,245,211247
115,14534,366721
115,11993,85811
115,20162,25575
115,16255,372322
115,8405,275910
115,20335,348417
115,10559,367601
115,14975,377485
116,2212,362539
116,16582,384101
116,8244,123961
116,24500,339261
116,9354,295791
117,22987,346025
117,4222,147460
118,9026,205241
118,26618,369281
119,16152,3636
120,25501,212470
120,24864,341310
121,19591,51945
122,15761,303245
122,8359,35938
123,9701,219069
124,3852,395231
125,23249,194049
125,17869,55169
125,19805,379189
125,18454,43909
125,7809,254593
126,18603,395301
126,7584,35217
126,13483,180791
126,8167,202876
126,14697,211577
126,26824,144979
126,22001,139829
127,1782,340917
127,3147,334184
127,16955,353925
127,21029,110206
127,21746,222411
127,18044,365741
127,11989,46189
127,7413,143575
128,5398,204001
128,9395,67801
128,24419,120334
128,3634,211171
128,9992,192113
128,3779,210001
128,25165,224271
128,18603,323697
128,1142,292907
128,5835,216977
129,9871,37708
129,9557,304748
129,21424,68851
129,8947,157971
129,23389,47505
129,14206,270084
129,18605,111249
129,20319,15520
129,16434,290231
129,5528,200873
129,319,53204
129,4666,5403
129,20943,146101
129,1292,310911
129,4418,55622
129,6894,28197
129,18524,295251
129,11631,155534
129,1497,223907
129,3261,19681
130,23214,173348
130,26417,120769
130,16036,276757
130,10042,48417
130,4414,114921
130,22729,377990
130,1573,188787
130,16640,228941
130,24462,248023
130,1614,131000
130,24062,288777
131,872,289425
131,14399,124317
131,27321,199918
131,14378,72425
131,16850,92291
131,7488,367823
131,10789,221739
131,7816,248919
132,21586,385189
132,25597,173297
132,17104,73881
132,12681,114241
132,9819,121816
132,18995,91345
132,6038,363905
132,5045,255777
133,9842,277559
133,24069,296869
134,24904,26069
134,4722,277771
134,9377,273679
134,2710,11588
134,19313,360712
134,22991,243837
135,10244,301121
135,6876,45957
135,6517,200086
135,12651,334991
135,10833,31706
135,9399,382045
135,8511,156664
135,25108,76296
135,14689,120961
136,26611,16143
136,15410,158401
136,24061,179548
136,4385,145553
137,14883,394204
137,11552,313752
137,6745,7781
137,25699,291961
137,1813,195499
137,25927,245553
137,3622,200294
137,23809,225537
137,12323,314423
137,16795,151253
137,25059,370753
137,25533,327941
138,723,282209
139,19378,39120
139,13738,266506
139,10476,99941
139,1142,188921
139,28098,130461
139,24592,55186
139,14479,190304
139,18603,234913
